number0,number1,number2,number3,number4,number5,number6,number7,number8,number9
0,8,12,13,26,33,40,85,96,96
1,11,27,37,60,62,63,76,84,84
16,42,43,48,48,57,63,68,88,88
5,13,18,38,44,46,51,76,86,90
8,11,13,21,28,42,69,72,86,87
4,4,45,49,59,62,63,84,88,95
0,1,2,13,13,19,50,83,90,94
24,35,35,40,42,53,68,70,83,86
7,7,34,37,40,47,48,58,85,85
3,9,17,29,31,51,70,79,90,91
7,12,36,40,46,50,66,73,85,91
4,12,29,35,37,37,58,63,64,91
15,22,34,36,47,59,65,81,91,98
4,16,43,46,48,55,61,77,88,92
2,3,8,22,22,32,76,79,80,81
12,23,34,61,62,72,78,90,93,94
7,13,20,24,34,38,70,71,80,92
7,9,16,23,30,39,49,66,85,95
10,14,31,40,40,59,69,82,86,95
14,16,16,22,40,42,55,65,78,94
24,25,30,53,57,63,64,70,80,98
7,9,10,11,12,16,59,69,90,99
0,2,11,56,57,65,72,89,95,95
1,6,10,22,24,32,75,78,81,83
8,18,19,49,57,62,63,67,73,87
4,14,25,34,56,79,83,88,94,95
4,10,12,13,20,32,43,62,84,88
14,17,24,28,44,52,54,60,65,74
1,6,8,41,65,68,88,90,90,96
11,17,34,47,47,56,63,73,75,79
4,7,25,31,33,46,67,73,83,95
21,26,30,39,47,55,58,69,79,95
23,30,31,54,58,63,64,74,94,99
16,28,29,36,40,42,57,59,83,85
14,23,30,56,62,73,78,90,97,99
8,17,27,46,50,59,62,63,65,70
13,15,17,46,67,71,75,87,93,97
2,14,25,27,29,31,61,88,89,92
18,20,26,30,32,36,45,57,74,81
14,30,33,56,76,79,82,83,93,96
2,9,19,19,25,53,55,67,71,82
5,30,37,40,46,50,58,71,89,99
15,17,25,53,59,61,63,70,91,97
7,29,36,40,50,55,55,57,60,63
2,32,37,41,45,55,56,67,70,73
23,26,28,36,40,64,67,74,76,95
3,26,36,40,45,75,79,92,94,96
19,22,28,29,32,41,48,73,80,84
0,11,19,48,66,66,77,88,94,97
0,3,18,29,65,68,70,72,90,96
11,17,19,24,35,38,50,60,63,96
2,3,12,57,59,73,80,81,86,94
1,3,10,14,19,34,38,50,94,95
2,5,19,30,33,73,75,80,82,92
12,13,15,26,52,74,77,84,89,98
12,16,20,22,26,40,51,66,68,85
3,10,19,34,43,48,54,67,68,94
3,8,23,28,29,38,45,48,63,96
7,14,19,50,56,60,62,76,86,98
13,14,28,31,35,50,57,58,89,89
2,9,11,23,39,52,67,77,81,94
1,12,56,61,64,70,93,93,95,99
0,27,28,28,36,48,62,78,81,81
2,13,19,24,26,63,66,75,86,90
11,27,41,63,67,73,78,83,90,93
7,17,26,39,58,62,76,80,89,97
1,6,7,12,16,35,43,45,58,75
10,19,29,37,65,67,77,78,80,85
9,22,24,48,54,59,81,91,91,96
1,6,7,9,62,72,76,80,87,89
4,19,20,34,35,38,46,63,87,95
3,22,29,31,34,52,66,72,76,84
9,20,21,24,26,47,51,54,73,95
20,25,40,48,54,69,78,87,99,99
5,7,32,52,60,66,76,77,78,84
5,7,9,9,14,27,37,37,49,61
12,13,28,46,60,63,65,73,77,98
12,13,38,38,42,66,71,77,84,94
4,5,10,29,30,32,47,54,93,99
2,11,37,37,52,64,84,86,86,96
3,5,7,38,42,58,61,80,95,99
0,0,11,11,14,17,59,72,72,88
1,16,21,41,42,74,74,79,93,98
24,42,42,48,52,60,62,87,88,90
31,36,36,46,57,59,69,72,77,98
17,42,44,44,68,80,94,96,97,99
14,35,36,56,58,65,68,73,74,87
0,15,34,38,40,42,53,59,64,80
0,6,10,27,48,49,62,69,93,99
12,21,27,30,42,46,62,72,76,92
7,16,23,64,71,77,80,84,85,92
3,17,22,42,57,60,62,82,89,93
5,15,21,27,48,52,53,53,81,93
3,10,18,18,19,59,59,79,88,90
3,6,43,45,45,62,63,73,75,98
2,4,40,40,48,48,54,59,79,85
19,23,31,32,34,37,38,52,82,83
11,12,19,24,26,33,38,55,59,77
17,19,21,36,39,39,51,58,75,99
15,15,21,30,34,44,55,64,78,88
8,37,47,48,52,73,78,83,86,90
11,14,19,21,30,33,40,43,47,63
8,10,16,36,37,70,72,77,92,94
4,14,30,37,47,66,70,81,85,96
24,43,45,69,72,75,84,85,93,94
1,9,29,29,40,58,59,76,90,95
9,27,32,56,59,61,64,65,74,93
24,45,45,47,50,51,52,60,81,89
13,19,31,34,46,50,51,56,66,86
2,4,7,20,24,25,29,36,56,73
8,32,32,47,62,77,89,93,95,97
8,10,12,20,33,46,54,83,92,94
11,39,54,61,67,69,73,83,96,98
4,11,18,23,27,49,60,77,83,88
7,25,28,37,58,60,67,69,86,95
17,21,41,42,49,52,70,77,78,85
7,35,41,60,61,62,65,67,91,95
4,11,17,20,44,45,68,92,93,94
3,7,15,23,62,69,72,79,90,96
25,26,28,33,41,50,52,57,80,83
7,8,11,23,25,53,55,57,73,87
6,14,17,41,42,48,75,76,77,86
8,26,26,37,44,57,62,73,88,89
3,5,17,18,30,37,54,61,68,86
11,15,22,26,33,54,66,76,79,89
2,2,17,18,39,41,51,52,58,78
3,7,55,60,63,65,66,79,80,99
26,31,34,36,48,63,68,85,87,93
19,28,33,37,39,68,70,71,88,97
35,35,42,42,43,47,63,68,85,91
40,44,47,49,50,61,74,78,95,95
4,10,10,40,72,74,90,91,92,93
16,27,32,38,42,50,64,73,80,94
2,6,38,40,47,58,63,74,84,95
8,9,14,23,32,33,44,79,93,96
5,14,17,53,56,69,74,82,84,87
12,15,20,21,23,34,38,53,63,73
30,38,42,45,55,63,63,76,95,98
13,22,24,35,42,47,52,53,82,99
7,11,17,23,62,65,86,87,92,97
2,8,14,34,43,53,56,62,75,86
24,28,39,58,59,62,64,73,77,83
15,17,20,21,41,61,68,78,82,88
17,24,32,33,52,65,66,69,74,82
12,24,30,30,54,62,72,82,91,94
7,7,8,10,44,52,76,83,88,90
1,2,9,54,55,56,72,73,81,98
0,20,25,28,29,37,40,51,75,90
12,19,30,47,51,60,63,65,80,96
1,6,20,39,57,62,82,92,93,99
29,43,45,56,57,65,73,78,92,97
11,40,62,68,71,84,88,92,92,94
8,28,30,39,42,56,58,67,72,81
1,2,13,49,49,73,75,85,89,89
38,44,47,49,80,80,82,91,96,98
7,22,27,45,49,70,82,87,92,94
6,25,29,37,41,46,50,56,64,64
0,16,19,30,32,40,41,58,58,77
11,22,22,27,42,62,74,75,81,93
4,11,34,34,44,48,63,67,71,80
4,4,28,32,44,45,46,52,83,94
4,8,24,47,51,65,74,89,92,95
0,2,20,22,29,68,68,77,89,94
5,11,14,40,44,60,72,78,87,91
5,17,19,51,53,64,65,92,92,94
20,34,35,35,36,47,57,68,71,99
1,9,9,21,31,52,72,93,94,96
4,4,13,26,30,36,50,70,71,97
20,20,42,48,49,52,59,70,76,96
5,15,37,47,49,61,73,79,84,91
13,17,25,25,30,32,76,95,95,98
2,4,11,11,13,42,65,69,73,93
10,14,21,41,61,65,73,76,76,97
5,21,39,40,42,56,58,69,81,88
17,28,64,72,76,79,83,86,88,97
1,16,17,20,36,45,46,56,75,84
17,67,70,73,85,92,92,93,97,98
1,4,25,33,35,35,41,71,73,80
0,16,25,32,40,53,55,69,80,87
0,1,26,56,66,74,74,86,92,98
7,14,20,33,40,42,42,58,78,94
23,26,32,46,60,71,76,80,93,95
32,35,54,56,67,67,67,72,77,89
9,26,27,34,38,39,54,64,75,98
13,32,36,54,65,77,79,88,90,93
1,10,22,35,46,64,70,88,90,91
0,0,13,22,37,56,63,81,82,83
7,12,16,22,32,34,41,43,64,87
1,6,19,29,36,41,54,55,60,64
29,36,36,62,64,65,65,67,75,88
2,15,16,26,35,35,55,57,77,78
3,8,19,34,53,57,63,70,82,99
0,3,9,15,19,34,42,72,93,93
1,22,41,42,60,66,78,83,95,99
8,17,19,36,40,74,76,82,88,91
3,19,21,27,43,53,65,76,89,94
3,16,16,21,30,30,33,48,55,91
1,20,31,35,36,48,67,70,85,91
10,12,18,26,28,34,40,46,55,82
19,20,40,43,51,55,64,65,74,93
10,22,31,34,46,47,53,67,82,85
8,8,13,30,38,43,48,53,77,91
14,24,45,47,51,53,67,70,74,89
1,13,14,17,17,24,36,41,61,97
5,30,35,37,46,53,65,67,89,98
31,31,34,35,52,67,70,75,81,83
10,21,27,29,47,51,80,87,91,96
11,12,14,18,44,54,80,90,93,93
3,7,22,31,32,40,42,42,68,96
17,23,26,31,53,64,67,69,72,84
17,41,41,46,51,58,71,75,80,80
24,34,44,50,51,65,77,86,90,90
18,30,36,41,45,46,46,51,64,93
0,10,20,34,53,65,71,73,87,98
9,16,29,42,44,56,58,77,82,98
23,36,37,43,51,56,69,75,90,94
29,32,41,41,44,54,66,66,71,92
15,20,28,51,56,59,63,80,92,99
11,33,45,56,62,70,86,94,95,99
14,18,26,29,33,41,42,44,51,53
4,5,21,24,24,29,46,48,59,69
7,13,13,13,14,16,69,71,72,75
0,2,11,42,47,60,69,81,86,89
5,8,38,65,72,73,79,80,88,97
4,5,27,43,51,55,62,82,88,90
1,31,51,66,66,77,90,93,93,96
7,18,30,34,50,51,60,63,78,84
1,18,23,26,32,35,77,80,86,97
1,23,38,41,48,52,65,69,75,81
2,20,33,35,38,40,50,86,87,97
4,8,44,74,77,83,87,90,94,94
34,48,51,60,68,68,74,75,76,92
10,15,33,39,40,47,56,76,87,89
6,31,63,73,75,77,83,85,85,93
4,9,33,34,39,62,70,72,73,81
2,14,15,25,26,29,32,43,47,62
3,15,31,67,67,69,73,73,92,93
31,32,40,59,60,64,66,71,81,86
21,24,43,46,51,59,69,78,88,95
58,59,63,65,66,76,77,81,92,94
2,9,21,23,29,45,85,86,87,95
2,28,38,42,44,46,62,84,90,99
10,21,40,42,42,49,71,89,97,97
0,21,32,41,43,54,65,66,75,96
10,13,14,38,39,50,54,73,86,91
2,12,17,23,41,45,59,66,80,87
16,39,44,54,56,62,65,68,81,83
3,27,31,43,49,72,75,82,88,91
9,13,13,25,27,42,46,71,81,84
3,6,14,22,27,28,31,46,69,76
3,11,26,34,65,69,75,76,87,94
5,7,9,23,44,57,69,69,94,96
25,27,40,43,44,45,76,78,78,89
4,4,6,16,25,29,87,87,92,96
37,44,45,48,52,65,69,90,92,98
14,35,42,56,57,67,67,84,90,92
5,7,7,14,24,26,59,79,90,91
4,25,27,31,64,73,78,78,82,84
4,11,16,42,43,75,77,82,86,94
1,18,34,36,49,52,58,61,80,81
3,11,14,19,34,66,68,79,81,98
2,20,39,54,55,60,68,72,92,92
11,34,40,51,65,67,67,70,95,96
12,19,22,38,46,50,56,58,84,94
9,10,13,21,28,48,70,77,77,89
1,23,25,39,49,56,73,91,96,99
0,26,31,56,62,72,73,79,80,82
17,22,30,49,49,50,59,64,84,87
27,27,28,31,49,62,63,87,88,97
4,19,27,30,50,57,59,72,93,93
2,6,10,21,35,42,43,49,68,99
16,17,23,25,35,44,57,59,89,93
5,11,20,59,83,86,86,88,95,95
9,19,37,56,65,77,88,91,92,94
18,20,26,35,39,58,59,64,87,99
2,2,10,27,35,41,55,70,77,91
10,29,33,33,37,52,56,61,66,74
9,20,22,24,33,53,57,83,84,99
19,34,37,40,62,65,66,82,84,88
12,15,30,38,57,65,69,88,96,98
4,8,16,19,34,53,67,68,68,74
1,7,25,46,48,52,59,60,66,84
0,16,16,26,30,35,45,49,64,87
0,44,64,70,74,86,86,87,91,92
5,29,36,40,42,42,54,59,80,83
3,6,28,39,51,59,60,62,79,92
11,12,23,42,48,54,84,87,87,93
20,31,39,44,51,61,79,79,89,89
4,19,20,28,44,62,76,77,80,83
8,15,16,32,43,53,59,66,69,89
14,31,44,53,64,66,70,71,93,96
1,6,20,24,45,54,78,87,93,97
2,11,27,44,48,57,62,68,74,85
16,18,26,33,37,40,60,72,73,97
17,18,35,48,58,58,65,75,76,87
3,26,42,50,58,59,65,75,88,96
11,18,24,48,51,53,68,90,93,99
22,22,38,40,40,47,53,56,59,64
8,10,17,31,39,44,46,46,71,73
1,6,33,38,40,63,64,76,87,95
14,48,51,52,52,53,59,62,63,88
6,7,21,25,38,39,41,58,61,88
15,17,26,39,44,48,52,64,76,77
